,PLAYER_ID,PLAYER_LAST_NAME,PLAYER_FIRST_NAME,TEAM_ID,TEAM_CITY,TEAM_NAME,TEAM_ABBREVIATION,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,GP,MIN_PerGame,FGM_PerGame,FGA_PerGame,FG_PCT_PerGame,FG3M_PerGame,FG3A_PerGame,FG3_PCT_PerGame,FTM_PerGame,FTA_PerGame,FT_PCT_PerGame,REB_PerGame,AST_PerGame,TOV_PerGame,STL_PerGame,BLK_PerGame,PTS_PerGame,PLUS_MINUS_PerGame,NBA_FANTASY_PTS_PerGame,OFF_RATING_PerGame,DEF_RATING_PerGame,NET_RATING_PerGame,AST_PCT_PerGame,AST_TO_PerGame,OREB_PCT_PerGame,DREB_PCT_PerGame,TS_PCT_PerGame,USG_PCT_PerGame,PIE_PerGame,PTS_Per100Possessions,PF_Per100Possessions,CONTESTED_SHOTS_Per36,DEFLECTIONS_Per36,CHARGES_DRAWN_Per36,SCREEN_ASSISTS_Per36,LOOSE_BALLS_RECOVERED_Per36,BOX_OUTS_Per36,PCT_STL_PerGame,PCT_BLK_PerGame,PCT_PLUSMINUS_PerGame,POTENTIAL_AST_PerGame,SCO,PLY,REB,DEF,HST,IMP,OVERALL
319,1626181,Powell,Norman,1610612748,Miami,Heat,MIA,24,G,6-3,215,8,31.0,7.1,15.5,0.46,2.8,6.0,0.458,7.5,8.0,0.938,4.3,2.4,2.3,1.4,0.3,24.5,5.6,35.8,118.0,110.2,7.8,0.106,1.06,0.012,0.104,0.644,0.27,0.132,35.0,3.4,3.0,3.0,0.0,0.0,0.7,0.4,0.193,0.118,0.064,3.6,1.2547106247616417,-0.6109151867123119,-0.7541500891688849,-0.6221325009510505,-0.4004493226991459,0.8375503775857878,50.030719539509676
320,1627752,Prince,Taurean,1610612749,Milwaukee,Bucks,MIL,12,F,6-6,218,8,21.1,2.1,4.8,0.447,1.5,3.5,0.429,0.4,0.4,1.0,1.6,1.0,0.6,0.8,0.3,6.1,1.6,12.0,113.6,109.4,4.1,0.056,1.6,0.0,0.066,0.623,0.108,0.042,13.3,5.4,3.8,2.8,0.0,0.2,0.2,0.6,0.2,0.133,0.084,2.0,-0.44137722632220555,-0.9180044584207372,-1.1752054554799525,-0.9599203404841601,-0.6584008073715054,-0.5550912654802529,42.085069673648604
321,1630202,Pritchard,Payton,1610612738,Boston,Celtics,BOS,11,G,6-1,195,12,32.0,5.4,12.9,0.419,1.8,7.2,0.256,1.9,2.4,0.793,3.8,4.9,1.5,0.9,0.0,14.6,3.1,27.8,116.0,111.2,4.8,0.216,3.28,0.028,0.084,0.522,0.199,0.097,22.2,3.3,1.4,1.6,0.1,0.4,1.1,0.5,0.151,0.0,-0.001,9.9,-0.31147458900000763,0.9878611721307433,-0.6279330193533719,-0.1053518395974968,-0.35262539591658704,0.22040065042063192,50.855931096472986
324,1642852,Queen,Derik,1610612740,New Orleans,Pelicans,NOP,22,C,6-9,250,10,19.8,3.3,7.3,0.452,0.1,0.8,0.125,2.5,3.2,0.781,5.5,1.9,1.9,1.2,0.6,9.2,-1.6,22.2,111.5,112.4,-0.9,0.151,1.0,0.079,0.196,0.528,0.227,0.101,22.6,7.4,10.0,4.9,0.2,2.5,0.5,1.3,0.3,0.545,-0.053,3.3,-0.20442601580080924,-0.3976534279940508,0.9830765060281957,0.8973553767460121,0.8708264992235936,-0.0015774171188815272,54.69125600290001
325,1629674,Queta,Neemias,1610612738,Boston,Celtics,BOS,88,C,7-0,248,12,24.2,3.7,5.9,0.62,0.0,0.3,0.0,1.3,2.1,0.6,8.1,1.6,1.1,0.8,1.4,8.6,6.9,26.1,116.2,101.2,15.0,0.09,1.46,0.114,0.192,0.628,0.138,0.122,17.6,6.8,9.5,2.0,0.0,5.2,0.6,3.0,0.153,0.415,-0.076,3.1,-0.10436718631555526,-0.6624613150711843,1.6570305444589581,0.8570457474891067,0.47948153434598,1.0512345040164517,56.56246888409448
326,1630193,Quickley,Immanuel,1610612761,Toronto,Raptors,TOR,5,G,6-2,190,11,31.5,5.2,12.1,0.429,2.1,6.1,0.343,2.8,3.7,0.756,4.7,6.2,1.6,1.5,0.0,15.3,0.3,32.9,114.9,112.5,2.4,0.268,3.78,0.023,0.12,0.556,0.204,0.113,22.9,3.3,3.1,2.9,0.0,0.5,0.8,0.5,0.254,0.0,-0.022,10.0,-0.07187828270004215,1.3870032013740647,-0.4673294276635222,0.35333274300782347,-0.3554344643578048,0.3199671413022439,53.68756510246136
327,203944,Randle,Julius,1610612750,Minnesota,Timberwolves,MIN,30,F-C,6-9,250,11,33.3,8.7,16.2,0.539,2.0,5.0,0.4,5.9,6.7,0.878,7.2,6.2,2.7,1.3,0.3,25.4,6.6,45.2,126.2,117.7,8.5,0.27,2.27,0.045,0.164,0.663,0.272,0.168,36.0,3.5,4.8,2.3,0.0,0.8,0.8,1.2,0.222,0.067,-0.036,9.9,1.4233981845167658,1.0859034038772089,0.23121063158585206,0.3990405209313307,-0.31512804744036826,1.356850493948923,57.6533834712721
330,1630559,Reaves,Austin,1610612747,Los Angeles,Lakers,LAL,15,G,6-5,197,8,36.8,9.1,19.0,0.48,2.9,8.9,0.324,9.1,10.4,0.88,5.1,9.0,3.1,1.5,0.0,30.3,8.0,51.3,122.0,112.6,9.4,0.36,2.88,0.015,0.125,0.642,0.297,0.178,38.8,2.7,2.9,2.4,0.5,0.1,1.3,0.5,0.207,0.0,0.024,12.1,1.5177138505256964,1.8986969417533777,-0.5590477296699017,-0.19339330060853172,0.6850510692729287,1.5352535226369497,60.26499773047125
332,1629675,Reid,Naz,1610612750,Minnesota,Timberwolves,MIN,11,C-F,6-9,264,11,23.6,4.1,9.7,0.421,1.6,5.1,0.321,1.0,1.5,0.647,5.0,1.8,1.3,0.9,0.9,10.8,-1.9,23.7,113.9,121.4,-7.5,0.111,1.43,0.045,0.163,0.52,0.2,0.088,21.4,4.7,9.0,3.5,0.4,1.3,0.4,1.3,0.217,0.345,0.034,2.4,-0.3683944563952165,-0.6112307604949736,0.2336518661793143,-0.14789996104257347,0.7220864068231105,-0.4963449658076985,49.18143691705904
333,1642954,Richard,Will,1610612744,Golden State,Warriors,GSW,3,G,6-3,206,10,17.7,3.4,5.8,0.586,1.4,3.2,0.438,1.8,2.3,0.783,2.3,1.5,0.5,1.1,0.0,10.0,-3.9,17.8,105.4,117.3,-11.9,0.152,3.0,0.053,0.078,0.734,0.163,0.121,25.8,5.2,3.1,5.3,0.0,0.6,1.0,0.8,0.268,0.0,0.129,2.7,1.0172890486846295,-0.04113038805964406,-0.2502988211383059,-1.3132657536811296,0.21939971412901677,-0.26436587647359844,50.17984726023048
337,1642258,Risacher,Zaccharie,1610612737,Atlanta,Hawks,ATL,10,F,6-8,200,9,25.5,4.8,11.1,0.43,1.7,5.0,0.333,1.4,1.9,0.765,2.6,1.2,0.8,1.2,0.7,12.7,3.3,22.5,116.9,110.4,6.5,0.066,1.57,0.025,0.071,0.53,0.201,0.071,22.9,3.2,7.7,2.2,0.0,0.0,0.5,0.3,0.229,0.188,-0.015,2.0,-0.22179411163949625,-0.868263974279051,-0.7790737932752665,0.31745976510684326,-0.3988811437678309,-0.04788770482508886,46.62107426936244
338,1629130,Robinson,Duncan,1610612765,Detroit,Pistons,DET,55,F,6-7,215,11,32.5,3.7,8.5,0.436,2.6,6.7,0.392,1.3,1.6,0.778,2.6,1.7,0.5,0.6,0.4,11.4,5.0,19.6,117.5,110.7,6.8,0.067,3.17,0.01,0.064,0.613,0.119,0.061,16.5,3.8,5.5,1.4,0.0,0.7,0.5,0.7,0.106,0.078,0.003,3.0,-0.2870547146996229,-0.45536536144156814,-1.0233142282506027,-0.22044270423336595,-0.5594813280111628,-0.16820374756960604,45.43333455237549
341,1630526,Robinson-Earl,Jeremiah,1610612754,Indiana,Pacers,IND,25,F,6-9,240,6,18.1,2.0,5.8,0.343,0.3,1.7,0.2,1.0,1.2,0.857,6.3,1.2,0.3,0.8,0.0,5.3,-9.2,16.9,100.9,125.4,-24.6,0.099,3.5,0.121,0.175,0.42,0.135,0.093,14.0,3.1,5.6,0.7,0.0,0.0,1.0,0.7,0.333,0.0,0.177,1.8,-1.480386957590198,-0.31313538784431344,1.4449784532683552,-1.650410561564515,-0.5364622704405815,-1.2566656208875155,43.300951270408596
342,1631157,Rollins,Ryan,1610612749,Milwaukee,Bucks,MIL,13,G,6-3,180,11,31.1,6.3,12.3,0.511,2.2,5.0,0.436,1.8,2.2,0.833,3.5,5.6,2.4,1.9,0.3,16.5,1.8,33.4,118.4,114.5,3.9,0.25,2.38,0.026,0.083,0.625,0.211,0.118,25.2,4.4,5.7,6.7,0.0,0.0,0.3,0.4,0.356,0.071,-0.02,10.3,0.46105747371229117,1.0306855002733744,-0.6748479959561847,0.5360317502072389,0.29865942713981947,0.4599947683468284,55.04154576972463
344,1626156,Russell,D'Angelo,1610612742,Dallas,Mavericks,DAL,5,G,6-3,193,11,21.1,3.7,10.0,0.373,1.4,4.9,0.278,2.6,3.7,0.707,2.9,4.9,1.9,0.5,0.2,11.5,-2.6,22.3,104.8,111.8,-6.9,0.372,2.57,0.025,0.099,0.492,0.273,0.106,25.3,2.8,3.4,2.3,0.0,0.0,0.6,0.3,0.152,0.08,-0.015,8.5,-0.16204186193328068,1.5954164351133153,-0.593462512593063,0.12247692920584984,-0.5601420134255971,-0.22459345222123317,52.94554668012323
345,1627734,Sabonis,Domantas,1610612758,Sacramento,Kings,SAC,11,F-C,6-10,240,7,33.9,5.9,12.3,0.477,0.3,1.9,0.154,3.3,4.4,0.742,14.0,3.9,2.7,1.1,0.1,15.3,-11.3,39.0,109.5,123.4,-13.9,0.17,1.42,0.112,0.303,0.537,0.21,0.114,21.1,5.5,7.6,2.1,0.0,5.4,1.5,2.9,0.186,0.111,0.022,6.0,-0.2738910145487928,0.023686507914039208,2.2380861618660486,-0.3658175876717965,0.7914843464373305,-0.45556397217405764,53.09080675265684
349,1642879,Saraf,Ben,1610612751,Brooklyn,Nets,BKN,77,G,6-6,200,7,13.8,1.0,3.9,0.259,0.4,1.9,0.231,0.9,1.1,0.75,1.9,2.4,1.3,0.3,0.0,3.3,-3.1,8.7,123.9,133.5,-9.6,0.202,1.89,0.031,0.115,0.377,0.174,0.02,11.4,6.5,4.7,3.6,0.0,0.4,1.2,0.0,0.154,0.0,0.195,4.3,-1.8046241836976826,0.15131603212445938,-0.42096217017484727,-2.1702166926059268,0.13079231739175506,-1.5148941579755244,40.2652407813359
350,1642259,Sarr,Alex,1610612764,Washington,Wizards,WAS,20,C,7-0,205,11,29.2,7.6,14.7,0.519,1.0,3.1,0.324,2.3,3.0,0.758,8.4,3.8,2.6,0.8,2.5,18.5,-8.5,41.5,108.3,122.5,-14.2,0.212,1.45,0.08,0.187,0.578,0.26,0.141,29.3,2.7,14.0,1.7,0.0,5.6,0.4,1.7,0.214,0.6,0.001,5.8,0.530890356334417,0.24686914252356665,0.9753044695462479,0.6202947486330368,0.6363423949125593,-0.10602368773786952,56.11823319753554
352,203471,Schröder,Dennis,1610612758,Sacramento,Kings,SAC,17,G,6-1,175,10,31.6,4.9,12.5,0.392,1.3,4.6,0.283,1.6,1.8,0.889,3.6,6.5,2.2,1.2,0.3,12.7,-10.0,29.1,110.4,124.4,-14.0,0.29,2.95,0.009,0.108,0.478,0.205,0.08,18.9,3.1,3.6,1.6,0.2,0.2,0.7,0.0,0.222,0.13,0.015,9.0,-0.7417113606619178,1.2572539343938738,-0.8107387176265236,-0.017803563280833407,-0.18754003519077028,-0.9188530377193587,49.861882217095065
354,1630578,Sengun,Alperen,1610612745,Houston,Rockets,HOU,28,C,6-11,243,9,37.0,7.9,16.1,0.49,1.2,3.1,0.393,5.8,7.8,0.743,9.9,7.3,3.7,1.3,0.8,22.8,12.6,48.3,125.5,109.9,15.6,0.272,2.0,0.072,0.193,0.583,0.258,0.146,29.7,4.3,7.8,2.6,0.0,1.9,0.9,2.2,0.182,0.219,-0.015,12.1,0.5789188197862395,1.2308904670191283,0.9355661863676517,0.20361869173610905,0.12381306756217376,1.4038886911411539,56.50759886147553
355,1641729,Sensabaugh,Brice,1610612762,Utah,Jazz,UTA,28,F,6-6,235,10,13.4,2.9,6.6,0.439,1.4,4.5,0.311,1.2,1.3,0.923,2.4,1.0,0.7,0.5,0.1,8.4,-2.0,13.9,110.9,116.7,-5.8,0.115,1.43,0.016,0.144,0.586,0.226,0.105,27.6,4.3,4.5,4.2,0.3,1.4,0.3,0.6,0.217,0.067,0.016,1.8,0.4136758560632901,-0.6402310444144201,-0.40841911218026905,-0.20486371734972375,0.3419172678015331,-0.184830827362722,49.092013451791225
356,1629012,Sexton,Collin,1610612766,Charlotte,Hornets,CHA,8,G,6-3,190,9,26.3,5.1,10.1,0.505,1.4,3.3,0.433,4.1,4.9,0.841,2.0,5.0,3.2,0.7,0.0,15.8,-1.1,24.5,112.1,112.1,0.0,0.283,1.55,0.009,0.063,0.643,0.238,0.102,27.7,4.7,3.3,2.0,0.0,0.8,0.9,0.5,0.167,0.0,-0.071,7.7,0.7579489929714738,0.8254612867890743,-1.0636915170623598,0.5636987175010582,-0.45656452796017916,0.0554716012617901,53.96123339056597
357,1629013,Shamet,Landry,1610612752,New York,Knicks,NYK,44,G,6-5,190,10,18.4,2.1,5.1,0.412,1.8,4.1,0.439,1.3,1.6,0.813,1.9,0.7,0.5,0.4,0.1,7.3,-1.4,11.6,109.5,110.8,-1.3,0.053,1.4,0.024,0.079,0.629,0.137,0.068,18.7,2.8,6.8,2.3,0.0,1.2,0.6,0.8,0.118,0.071,0.036,1.9,-0.03516478538969539,-0.9835139844375649,-0.6962988509715289,-0.4920669452496083,-0.29267175217745145,-0.46590445022702065,44.993465669749185
358,1630545,Shannon Jr.,Terrence,1610612750,Minnesota,Timberwolves,MIN,1,G-F,6-6,215,7,16.5,1.3,4.0,0.321,0.6,1.6,0.364,0.7,1.0,0.714,2.4,1.1,0.9,0.6,0.0,3.9,-6.9,9.3,101.6,121.3,-19.7,0.098,1.33,0.025,0.128,0.434,0.128,0.038,10.8,4.4,3.4,1.9,0.3,1.6,1.3,0.9,0.222,0.0,-0.039,2.4,-1.605339988834743,-0.7038501554263248,-0.34680100417953563,0.3800494156146836,0.4104926509920328,-1.761084935718688,43.22539722955673
359,1630549,Sharpe,Day'Ron,1610612751,Brooklyn,Nets,BKN,20,C,6-10,265,10,15.9,2.4,3.7,0.649,0.3,0.9,0.333,1.6,2.5,0.64,5.3,1.7,2.2,0.9,0.6,6.7,-5.8,17.9,100.6,116.9,-16.3,0.193,0.77,0.135,0.192,0.698,0.176,0.114,20.1,7.2,8.8,3.8,0.0,3.8,0.9,3.8,0.333,0.6,-0.046,3.0,0.5012659459350982,-0.2353156924531263,2.0573580462738144,0.9397673385724257,0.6458788427856076,-0.5717379440610771,58.87513118702581
360,1631101,Sharpe,Shaedon,1610612757,Portland,Trail Blazers,POR,17,G,6-5,210,10,27.1,7.1,17.2,0.413,1.9,7.0,0.271,3.6,4.3,0.837,5.1,1.4,3.0,1.5,0.2,19.7,4.0,30.0,114.3,106.1,8.3,0.082,0.47,0.052,0.128,0.516,0.305,0.101,32.8,3.3,2.7,2.9,0.0,0.0,1.9,0.7,0.254,0.074,0.05,2.9,0.4745037635812449,-0.9233006385094851,0.05647178876749091,-0.3525818945639104,0.23349347126055642,0.4437561417813601,48.66494028508275
361,1642347,Shead,Jamal,1610612761,Toronto,Raptors,TOR,23,G,6-1,200,11,17.5,2.0,4.7,0.423,1.2,2.6,0.448,1.2,1.5,0.813,1.8,5.0,1.2,0.6,0.0,6.4,2.4,16.8,116.0,112.8,3.2,0.355,4.23,0.02,0.081,0.593,0.148,0.098,16.5,4.7,3.4,3.2,0.2,0.0,0.8,0.4,0.241,0.0,0.006,10.3,-0.34658455648669223,1.9884022917438107,-0.7817533247439216,-0.06379124331603175,0.1611493564400213,0.15643511475232508,53.95552252129857
362,1641767,Sheppard,Ben,1610612754,Indiana,Pacers,IND,26,G,6-6,190,11,25.8,2.5,7.8,0.326,0.9,4.4,0.208,0.9,1.2,0.769,4.5,1.7,0.6,0.5,0.2,6.9,-9.6,16.2,99.7,118.2,-18.6,0.098,2.71,0.027,0.14,0.414,0.136,0.047,12.3,4.4,3.6,2.8,0.0,0.0,0.9,0.7,0.147,0.08,0.001,4.7,-1.6130770790813376,-0.22960540143069832,-0.25417793687648,-0.16494392838097421,-0.27895251645785835,-1.586484521629782,43.058568817168336
363,1642263,Sheppard,Reed,1610612745,Houston,Rockets,HOU,15,G,6-2,185,9,21.8,4.1,8.9,0.463,2.6,5.3,0.479,0.4,0.7,0.667,2.1,3.2,1.3,1.3,0.3,11.2,3.1,22.3,116.6,111.7,4.9,0.21,2.42,0.014,0.074,0.611,0.186,0.107,24.3,3.4,4.8,6.8,0.0,0.2,1.1,0.2,0.343,0.143,0.05,5.4,0.2851336533335767,0.3966015800431692,-0.9399439428891342,-0.11217223200527905,0.6830440596389361,0.36007902181298573,51.66609616568298
364,1627783,Siakam,Pascal,1610612754,Indiana,Pacers,IND,43,F,6-8,245,10,35.3,8.9,19.9,0.447,1.7,5.0,0.34,5.1,8.2,0.622,7.6,5.6,2.7,1.2,0.4,24.6,-5.4,44.2,109.3,117.5,-8.2,0.267,2.07,0.035,0.171,0.523,0.291,0.13,32.2,4.2,6.7,3.0,0.0,1.3,1.0,0.6,0.293,0.133,0.007,12.3,0.4527927175647499,1.2341855915788082,0.06711323138919134,0.08523434784140956,0.0746831876487983,0.036089673826245394,53.876963178151065
365,1629014,Simons,Anfernee,1610612738,Boston,Celtics,BOS,4,G,6-3,200,12,25.7,5.3,12.5,0.427,3.0,7.3,0.409,1.5,1.7,0.9,2.1,2.0,1.2,0.5,0.3,15.2,0.3,21.8,113.5,113.2,0.3,0.124,1.71,0.011,0.067,0.573,0.232,0.09,28.9,4.6,3.6,2.3,0.0,0.3,0.6,0.0,0.113,0.125,-0.043,4.5,0.42940216220721544,-0.3028233202956211,-1.0513108709505565,0.22503664189509814,-0.5444084686462944,-0.09181199932880606,49.1086801735695
368,1642914,Small,Javon,1610612763,Memphis,Grizzlies,MEM,10,G,6-1,190,8,12.4,1.3,3.5,0.357,0.8,2.4,0.316,1.0,1.3,0.8,1.0,2.8,1.0,0.0,0.1,4.3,0.5,9.0,112.2,111.4,0.8,0.301,2.75,0.01,0.061,0.525,0.161,0.064,15.3,3.2,4.0,2.9,0.0,0.0,0.4,0.4,0.0,0.067,0.028,5.3,-0.7728961005004001,0.9619683864279276,-1.0704117778914617,-0.7140367837576836,-0.5102317038243851,-0.41818734051803647,47.41258030380658
369,203935,Smart,Marcus,1610612747,Los Angeles,Lakers,LAL,36,G,6-3,220,9,28.7,3.1,7.4,0.418,1.1,4.2,0.263,2.7,2.9,0.923,2.2,3.6,2.4,2.3,0.2,10.0,6.8,23.2,117.7,107.3,10.4,0.162,1.45,0.021,0.055,0.574,0.162,0.068,16.2,4.7,3.9,5.7,0.3,0.8,1.0,0.6,0.396,0.1,-0.046,6.6,-0.44512679714210224,0.03641089875126337,-0.9203583423042891,0.8956882046923147,1.0121834177937,0.10044366272219968,50.619925526074546
370,1630696,Smith,Dru,1610612748,Miami,Heat,MIA,12,G,6-2,203,11,17.1,2.3,4.8,0.472,0.8,2.3,0.36,0.7,0.8,0.889,1.5,3.5,0.9,1.6,0.2,6.1,5.8,17.8,118.4,103.5,14.8,0.25,3.9,0.039,0.041,0.588,0.139,0.096,15.8,4.2,5.2,5.0,0.4,0.6,1.3,0.6,0.462,0.095,-0.041,5.2,-0.4320578337888016,0.9002646750193081,-0.7322218421426518,1.0191763834285184,1.3665044286744834,0.6909750876935072,54.19436428476469
371,1630188,Smith,Jalen,1610612741,Chicago,Bulls,CHI,25,F-C,6-8,215,10,16.0,3.7,7.3,0.507,1.4,3.7,0.378,1.2,1.8,0.667,6.2,1.3,1.1,0.2,0.3,10.0,2.3,19.8,120.0,112.4,7.6,0.118,1.18,0.124,0.246,0.618,0.226,0.13,29.0,6.1,8.6,0.2,0.5,2.9,0.5,4.5,0.065,0.176,0.034,1.7,0.6748749118462106,-0.6823323698563734,2.293561662009286,-0.6876171278373655,0.46481437528584274,0.8009016554157906,54.35998359190522
373,1631095,Smith Jr.,Jabari,1610612745,Houston,Rockets,HOU,10,F,6-11,220,8,32.9,5.0,11.4,0.44,2.0,5.4,0.372,2.0,2.4,0.842,5.9,1.5,1.1,0.9,0.9,14.0,9.5,27.4,124.4,110.6,13.9,0.062,1.33,0.035,0.138,0.564,0.172,0.091,20.7,3.1,7.1,1.5,0.0,0.3,0.4,1.2,0.152,0.259,0.008,2.6,-0.21526698859722435,-0.8875343646856347,-0.09722166742215983,0.011418260879758321,-0.5462561760599633,0.5799909536206775,47.449266492005705
374,1641733,Smith Jr.,Nick,1610612747,Los Angeles,Lakers,LAL,20,G,6-2,185,5,17.4,3.0,7.0,0.429,1.4,3.2,0.438,0.4,0.6,0.667,1.2,2.4,2.0,0.4,0.2,7.8,2.8,12.6,114.6,109.0,5.6,0.169,1.2,0.0,0.066,0.537,0.22,0.062,20.3,2.1,3.7,0.8,0.0,1.2,0.8,0.0,0.125,0.091,-0.02,3.2,-0.3036522045973944,-0.2655857614260373,-1.2296267089011979,0.16560010252047214,-0.7125145276449845,-0.21280695459007637,46.634388470371015
376,1642285,Spencer,Cam,1610612763,Memphis,Grizzlies,MEM,24,G,6-3,205,12,17.7,2.8,6.4,0.442,2.2,4.8,0.456,1.7,1.8,0.909,2.1,3.0,1.0,0.8,0.0,9.5,0.7,17.8,108.7,107.2,1.5,0.267,3.0,0.004,0.111,0.658,0.193,0.123,24.9,3.9,1.9,2.7,0.2,0.5,0.8,0.8,0.22,0.0,0.104,6.5,0.5946312320803095,0.9252376787654247,-0.7963296069409431,-1.0765574317833697,-0.053109538363103115,0.41123969107500624,51.71513424249895
378,1630191,Stewart,Isaiah,1610612765,Detroit,Pistons,DET,28,F-C,6-8,250,9,23.0,4.0,8.2,0.486,1.2,3.1,0.393,1.4,2.2,0.65,6.7,1.6,0.9,0.2,2.1,10.7,-0.4,27.1,109.1,109.8,-0.7,0.102,1.75,0.086,0.163,0.58,0.177,0.116,21.9,5.9,16.9,0.9,0.0,3.3,0.9,3.1,0.061,0.543,-0.033,3.0,-0.04601931792212091,-0.5457567366903736,1.036839390921512,0.33045603001163726,0.5544335232203955,0.21036043105062882,52.096656529308156
380,1630591,Suggs,Jalen,1610612753,Orlando,Magic,ORL,4,G,6-5,205,8,20.7,4.1,7.1,0.579,1.9,4.1,0.455,2.0,2.3,0.889,3.8,4.4,2.9,1.9,0.1,12.1,8.0,26.3,119.7,101.9,17.8,0.285,1.52,0.036,0.133,0.747,0.207,0.147,26.2,7.0,1.5,6.3,0.4,0.4,1.5,0.4,0.469,0.067,-0.001,6.4,1.191772131748007,0.7194106250512265,-0.18732031350628417,0.3958777569023294,1.4385019490358255,1.5238652776272945,58.22939248356796
384,1630560,Thomas,Cam,1610612751,Brooklyn,Nets,BKN,24,G,6-3,210,8,28.3,6.6,16.5,0.402,2.0,5.6,0.356,6.1,7.0,0.875,1.4,2.6,2.0,0.5,0.1,21.4,-8.3,26.8,110.6,125.6,-15.0,0.162,1.31,0.012,0.037,0.546,0.314,0.095,36.2,3.2,2.7,1.7,0.0,0.2,0.2,0.0,0.118,0.091,0.094,7.3,0.8595727311071057,0.068114685235572,-1.2345722035583209,-1.1107591123786988,-0.956316381876624,-0.7650021754933581,47.94826847274688
385,1641708,Thompson,Amen,1610612745,Houston,Rockets,HOU,1,G-F,6-7,200,9,35.6,6.9,14.3,0.481,0.6,2.4,0.227,3.2,4.6,0.707,6.7,5.3,2.7,1.2,0.4,17.6,8.8,35.9,121.9,108.2,13.6,0.211,2.0,0.074,0.106,0.537,0.215,0.107,24.0,3.6,4.8,2.9,0.0,0.2,0.9,0.5,0.186,0.118,0.037,10.9,-0.09249957094396606,0.7880471019963995,0.2358676634198033,-0.37155530569819994,-0.16529978599037135,0.7812096699034317,51.818027216061544
386,1641709,Thompson,Ausar,1610612765,Detroit,Pistons,DET,9,G-F,6-7,205,10,29.1,5.8,11.5,0.504,0.4,1.3,0.308,1.9,3.9,0.487,6.6,3.4,1.4,1.8,0.7,13.9,4.4,33.0,116.0,108.8,7.2,0.163,2.43,0.068,0.142,0.526,0.203,0.111,22.6,4.7,3.7,6.2,0.0,0.1,0.9,0.0,0.316,0.149,0.005,5.5,-0.25831455848510587,0.14502523005635634,0.3355123138973518,0.20696079796763409,0.3834639568486019,0.5253475272302041,51.08950410382532
387,202691,Thompson,Klay,1610612742,Dallas,Mavericks,DAL,31,G,6-5,220,10,19.7,2.7,8.6,0.314,1.6,6.0,0.267,0.4,0.4,1.0,2.8,2.0,1.1,0.3,0.4,7.4,-5.0,14.8,94.3,106.0,-11.7,0.16,1.82,0.008,0.118,0.422,0.193,0.067,17.0,1.4,5.5,0.9,0.0,0.5,0.4,0.5,0.103,0.143,-0.014,3.9,-1.1874815941139925,-0.1312217261651624,-0.7147058267026287,0.1295430515055281,-0.777259353813032,-0.9828087739938114,44.45915775101637
392,1626157,Towns,Karl-Anthony,1610612752,New York,Knicks,NYK,32,C-F,7-0,248,10,32.5,6.4,14.8,0.432,1.7,5.1,0.333,6.2,6.8,0.912,12.7,3.2,2.8,1.0,1.1,20.7,7.8,44.2,121.8,111.5,10.3,0.136,1.14,0.096,0.301,0.582,0.252,0.142,29.9,5.3,7.2,1.7,0.0,3.2,0.7,1.8,0.172,0.379,-0.028,4.7,0.5745617696475989,-0.33343365260354063,1.8885875168135529,0.4417908142594818,0.04489372289614442,1.093402720865161,57.71707544790393
395,1629018,Trent Jr.,Gary,1610612749,Milwaukee,Bucks,MIL,5,G,6-5,204,11,28.1,3.5,9.2,0.386,2.5,6.7,0.378,1.1,1.5,0.706,2.0,2.2,0.7,1.2,0.1,10.7,-3.3,19.5,113.6,119.0,-5.4,0.1,3.0,0.003,0.067,0.544,0.157,0.057,17.8,3.8,2.0,4.4,0.0,0.0,0.6,0.3,0.271,0.029,-0.005,2.5,-0.5256859238671122,-0.34826018100580614,-1.1489634177967065,0.19873228264327333,-0.26599612925562804,-0.8126898870207799,46.008095535848916
396,1626167,Turner,Myles,1610612749,Milwaukee,Bucks,MIL,3,C-F,6-11,250,11,29.1,4.1,9.7,0.421,2.0,5.5,0.367,1.5,2.2,0.667,6.6,2.0,1.5,1.3,2.0,11.6,2.3,30.9,116.4,112.8,3.6,0.091,1.29,0.043,0.176,0.544,0.176,0.089,18.6,4.7,10.0,3.4,0.0,2.8,0.6,2.3,0.264,0.579,0.035,3.0,-0.44424699416564434,-0.6996272794242822,0.37931482785655307,0.1644313319444936,0.3800586007213836,0.05444343309280633,50.02775834424906
398,1642281,Tyson,Jaylon,1610612739,Cleveland,Cavaliers,CLE,20,G-F,6-6,215,11,25.8,4.0,8.2,0.489,2.2,4.7,0.462,0.9,1.2,0.769,4.0,1.8,1.0,1.3,0.8,11.1,1.4,23.9,117.0,113.8,3.2,0.097,1.82,0.046,0.097,0.637,0.149,0.077,20.2,6.9,7.5,3.9,0.0,0.6,1.1,1.1,0.222,0.231,0.038,3.4,0.11991670246967016,-0.5253582750332197,-0.20639295939836436,-0.4590092760419278,0.3524167819336447,-0.12672424263150384,48.108536176902966
